iter	F1	Logloss
270	0.9292280099	0.1787090368
271	0.9291426863	0.1785005553
272	0.9290785442	0.1783942025
273	0.929083844	0.1782821419
274	0.9291638646	0.1782473713
275	0.9291691572	0.178202233
276	0.9290944411	0.1781001351
277	0.9293185894	0.1779255161
278	0.929428027	0.1778368504
279	0.9295238095	0.1776982407
280	0.9296332263	0.1775405958
281	0.9296037644	0.1773428619
282	0.9295932469	0.1772993483
283	0.9297374024	0.1772408288
284	0.9297773794	0.1771457682
285	0.9300171783	0.176945122
286	0.9300171783	0.1769415123
287	0.9302117173	0.1768587072
288	0.9304409513	0.1767480734
289	0.9302568698	0.1766012934
290	0.9303958178	0.1765366611
291	0.9304357567	0.1763626943
292	0.9306354066	0.1761542092
293	0.9305260014	0.1761144136
294	0.9305208139	0.1760283839
295	0.9304860748	0.1759847977
296	0.930565925	0.1757781031
297	0.930685678	0.175649015
298	0.9306649741	0.1755767397
299	0.9306805032	0.1753467301
