iter	F1	Logloss
203	0.9218171621	0.1928456874
204	0.9218230082	0.1928121388
205	0.9217826965	0.1927798096
206	0.9218002392	0.1926866866
207	0.9217254785	0.1925885592
208	0.9216734587	0.1925007137
209	0.9216331414	0.1924238708
210	0.921713773	0.1922211679
211	0.9217943925	0.1921757668
212	0.9217826965	0.1919914628
213	0.9217482334	0.1919266692
214	0.9217826965	0.1918937657
215	0.9217423818	0.1918551085
216	0.9218516303	0.1917808246
217	0.9219725577	0.1917437304
218	0.9220128608	0.1916873611
219	0.9219439252	0.1916076273
220	0.9219783917	0.1913896486
221	0.9219783917	0.1913534031
222	0.922070641	0.1911529259
223	0.9219555954	0.1910720999
224	0.9219497608	0.1909962109
225	0.9219497608	0.1909745642
226	0.9224904701	0.1908476869
227	0.9223983254	0.1908090878
228	0.9223983254	0.1907064172
229	0.9224099267	0.1906224765
230	0.9224157261	0.1905911467
231	0.9225020552	0.190483219
232	0.9223812549	0.1904544663
233	0.9224273223	0.1903566276
234	0.9225078464	0.1902332714
235	0.9225594259	0.190049131
236	0.9225594259	0.18996601
237	0.922588121	0.189870023
238	0.9225017758	0.1898396362
239	0.9225594259	0.1897381495
240	0.9226973684	0.1896654612
241	0.923128667	0.1895532775
242	0.9230539258	0.1895392986
243	0.9231229211	0.1894101454
244	0.923019432	0.1893408309
245	0.9232034082	0.1892907012
246	0.9231631662	0.1891917508
247	0.9233183857	0.1891108224
248	0.9232781494	0.1889465681
249	0.9232781494	0.1888371544
250	0.9233126542	0.1886985241
251	0.9233931241	0.18861484
252	0.9232896163	0.1885325233
253	0.9232436472	0.1884607876
254	0.9231918709	0.1883806419
255	0.9231516419	0.1883279115
256	0.9232320968	0.1882806427
257	0.9231516419	0.1882210576
258	0.9234390763	0.1880192651
259	0.9232206239	0.1879322937
260	0.9235771142	0.1877593812
261	0.9237725133	0.1876811755
262	0.9240023913	0.1876076325
263	0.9239621866	0.1875950992
264	0.9238874566	0.1874923613
265	0.9238586266	0.1874409168
266	0.9238241118	0.1873984548
267	0.9238529368	0.1872445437
268	0.9241575133	0.1871960384
269	0.9240827916	0.1871603648
270	0.9239678685	0.1870944409
271	0.9239735495	0.1869441507
272	0.9240771185	0.1869204205
273	0.9239792297	0.186888291
274	0.9239792297	0.18686061
275	0.9240884638	0.1868227283
276	0.9241863767	0.18671917
277	0.9240369166	0.1867026491
278	0.9241003027	0.1866544168
279	0.9241348382	0.1866279779
280	0.9242095822	0.186614407
281	0.9242095822	0.1865993265
282	0.9242384601	0.186571282
283	0.9243534161	0.1865122832
284	0.9243590702	0.1864414536
285	0.924244123	0.1864089497
286	0.9243992675	0.1863639956
287	0.9243245263	0.1863409659
288	0.9243245263	0.1862815911
289	0.924244123	0.1861982381
290	0.9243936166	0.1861081713
291	0.9244683634	0.1860708851
292	0.9245431102	0.1860534252
293	0.9245833022	0.1860383277
294	0.9245889387	0.1860007662
295	0.9243188698	0.1858609229
296	0.9244281656	0.1858046287
297	0.9245889387	0.1857550447
298	0.9246002092	0.185649515
299	0.9246403886	0.185598167
